"Date","Price","Open","High","Low","Vol.","Change %"
"Jun 28, 2016","1,519.84","1,493.28","1,519.84","1,493.28","0","1.78"
"Jun 27, 2016","1,493.28","1,521.41","1,521.41","1,486.64","0","-1.85"
"Jun 24, 2016","1,521.41","1,578.60","1,578.60","1,517.92","0","-3.62"
"Jun 23, 2016","1,578.60","1,557.52","1,578.60","1,557.52","0","1.35"
"Jun 22, 2016","1,557.52","1,560.30","1,568.17","1,556.70","0","-0.18"
"Jun 21, 2016","1,560.30","1,556.29","1,563.78","1,555.91","0","0.26"
"Jun 20, 2016","1,556.29","1,547.12","1,569.20","1,547.12","0","0.59"
"Jun 17, 2016","1,547.12","1,552.08","1,552.08","1,541.01","0","-0.32"
"Jun 16, 2016","1,552.08","1,547.47","1,553.27","1,531.55","0","0.30"
"Jun 15, 2016","1,547.47","1,550.06","1,558.02","1,546.23","0","-0.17"
"Jun 14, 2016","1,550.06","1,552.95","1,554.74","1,541.79","0","-0.19"
"Jun 13, 2016","1,552.95","1,565.12","1,567.37","1,552.49","0","-0.78"
"Jun 10, 2016","1,565.12","1,580.05","1,580.05","1,560.61","0","-0.94"
"Jun 09, 2016","1,580.05","1,582.94","1,582.94","1,574.39","0","-0.18"
"Jun 08, 2016","1,582.94","1,577.70","1,583.99","1,577.70","0","0.33"
"Jun 07, 2016","1,577.70","1,575.55","1,582.89","1,575.55","0","0.14"
"Jun 06, 2016","1,575.55","1,567.88","1,578.50","1,567.88","0","0.49"
"Jun 03, 2016","1,567.88","1,572.63","1,572.63","1,557.62","0","-0.30"
"Jun 02, 2016","1,572.63","1,567.76","1,572.63","1,559.95","0","0.31"
"Jun 01, 2016","1,567.76","1,565.72","1,568.94","1,556.87","0","0.13"
"May 31, 2016","1,565.72","1,566.97","1,570.41","1,559.52","0","-0.08"
"May 27, 2016","1,566.97","1,560.27","1,566.97","1,560.27","0","0.43"
"May 26, 2016","1,560.27","1,560.81","1,563.52","1,558.10","0","-0.03"
"May 25, 2016","1,560.81","1,550.10","1,563.83","1,550.10","0","0.69"
"May 24, 2016","1,550.09","1,529.15","1,552.75","1,529.15","0","1.37"
"May 23, 2016","1,529.15","1,532.41","1,534.98","1,528.58","0","-0.21"
"May 20, 2016","1,532.41","1,522.70","1,536.58","1,522.70","0","0.64"
"May 19, 2016","1,522.70","1,528.51","1,528.51","1,512.28","0","-0.38"
"May 18, 2016","1,528.51","1,528.10","1,538.10","1,518.75","0","0.03"
"May 17, 2016","1,528.10","1,542.51","1,542.51","1,523.32","0","-0.93"
"May 16, 2016","1,542.51","1,527.55","1,546.41","1,527.55","0","0.98"
"May 13, 2016","1,527.55","1,540.35","1,542.39","1,524.88","0","-0.83"
"May 12, 2016","1,540.35","1,540.85","1,547.98","1,532.22","0","-0.03"
"May 11, 2016","1,540.85","1,555.67","1,555.67","1,540.85","0","-0.95"
"May 10, 2016","1,555.67","1,536.38","1,556.01","1,536.38","0","1.26"
"May 09, 2016","1,536.38","1,535.15","1,540.38","1,532.97","0","0.08"
"May 06, 2016","1,535.15","1,530.35","1,535.50","1,521.74","0","0.31"
"May 05, 2016","1,530.35","1,531.06","1,537.69","1,526.82","0","-0.05"
"May 04, 2016","1,531.06","1,540.46","1,540.46","1,526.82","0","-0.61"
"May 03, 2016","1,540.46","1,554.38","1,554.38","1,534.09","0","-0.90"
"May 02, 2016","1,554.38","1,542.29","1,555.84","1,542.29","0","0.78"
"Apr 29, 2016","1,542.29","1,550.24","1,550.24","1,532.52","0","-0.51"
"Apr 28, 2016","1,550.24","1,564.62","1,567.78","1,547.14","0","-0.92"
"Apr 27, 2016","1,564.62","1,562.16","1,568.15","1,555.19","0","0.16"
"Apr 26, 2016","1,562.16","1,559.14","1,565.91","1,557.59","0","0.19"
"Apr 25, 2016","1,559.14","1,562.05","1,562.05","1,551.65","0","-0.19"
"Apr 22, 2016","1,562.05","1,561.71","1,564.10","1,554.37","0","0.02"
"Apr 21, 2016","1,561.71","1,569.57","1,570.65","1,559.45","0","-0.50"
"Apr 20, 2016","1,569.57","1,568.24","1,576.06","1,564.91","0","0.08"
"Apr 19, 2016","1,568.24","1,563.51","1,570.82","1,561.36","0","0.30"
"Apr 18, 2016","1,563.54","1,553.51","1,563.76","1,548.23","0","0.65"
