"Date","Price","Open","High","Low","Vol.","Change %"
"Dec 12, 2016","1,668.81","1,684.04","1,685.95","1,665.62","0","-0.90"
"Dec 09, 2016","1,684.04","1,684.68","1,689.51","1,679.82","0","-0.04"
"Dec 08, 2016","1,684.68","1,664.85","1,686.19","1,664.79","0","1.19"
"Dec 07, 2016","1,664.85","1,648.98","1,666.95","1,645.96","0","0.96"
"Dec 06, 2016","1,648.98","1,632.50","1,649.35","1,630.04","0","1.01"
"Dec 05, 2016","1,632.50","1,611.00","1,633.15","1,611.00","0","1.33"
"Dec 02, 2016","1,611.00","1,608.77","1,617.09","1,607.60","0","0.14"
"Dec 01, 2016","1,608.77","1,617.47","1,625.83","1,604.12","0","-0.54"
"Nov 30, 2016","1,617.47","1,619.21","1,629.35","1,616.44","0","-0.11"
"Nov 29, 2016","1,619.21","1,619.01","1,625.83","1,615.38","0","0.01"
"Nov 28, 2016","1,619.01","1,635.96","1,635.96","1,617.70","0","-1.04"
"Nov 25, 2016","1,635.96","1,630.14","1,635.96","1,630.06","0","0.36"
"Nov 23, 2016","1,630.14","1,621.22","1,630.39","1,614.33","0","0.55"
"Nov 22, 2016","1,621.22","1,609.63","1,622.06","1,609.63","0","0.72"
"Nov 21, 2016","1,609.63","1,598.84","1,611.21","1,598.84","0","0.67"
"Nov 18, 2016","1,598.84","1,597.09","1,600.77","1,595.80","0","0.11"
"Nov 17, 2016","1,597.09","1,588.89","1,600.69","1,588.89","0","0.52"
"Nov 16, 2016","1,588.89","1,590.76","1,592.40","1,584.27","0","-0.12"
"Nov 15, 2016","1,590.76","1,583.31","1,592.87","1,578.32","0","0.47"
"Nov 14, 2016","1,583.31","1,559.95","1,584.40","1,559.95","0","1.50"
"Nov 11, 2016","1,559.95","1,538.06","1,561.02","1,535.45","0","1.42"
"Nov 10, 2016","1,538.06","1,526.60","1,548.55","1,525.06","0","0.75"
"Nov 09, 2016","1,526.60","1,494.21","1,530.42","1,485.21","0","2.17"
"Nov 08, 2016","1,494.21","1,490.60","1,499.75","1,481.35","0","0.24"
"Nov 07, 2016","1,490.60","1,457.62","1,491.72","1,457.62","0","2.26"
"Nov 04, 2016","1,457.62","1,453.30","1,470.96","1,453.17","0","0.30"
"Nov 03, 2016","1,453.30","1,458.34","1,465.40","1,452.16","0","-0.35"
"Nov 02, 2016","1,458.34","1,475.78","1,475.78","1,457.33","0","-1.18"
"Nov 01, 2016","1,475.78","1,491.28","1,494.79","1,466.53","0","-1.04"
"Oct 31, 2016","1,491.28","1,484.89","1,493.45","1,483.74","0","0.43"
"Oct 28, 2016","1,484.89","1,485.55","1,495.93","1,481.90","0","-0.04"
"Oct 27, 2016","1,485.55","1,502.87","1,506.26","1,483.47","0","-1.15"
"Oct 26, 2016","1,502.87","1,512.75","1,512.75","1,499.19","0","-0.65"
"Oct 25, 2016","1,512.75","1,525.91","1,525.91","1,511.72","0","-0.86"
"Oct 24, 2016","1,525.91","1,518.68","1,534.02","1,518.68","0","0.48"
"Oct 21, 2016","1,518.68","1,521.07","1,521.07","1,508.20","0","-0.16"
"Oct 20, 2016","1,521.07","1,525.73","1,525.74","1,513.52","0","-0.31"
"Oct 19, 2016","1,525.73","1,519.43","1,529.40","1,515.34","0","0.41"
